emp_no,dept_no,from_date,to_date
82939,d004,11/28/1990,1/1/9999
82940,d003,2/2/1995,1/1/9999
82941,d003,6/12/1991,1/1/9999
82942,d005,11/21/1999,1/1/9999
82943,d004,12/13/1992,1/1/9999
82944,d004,2/18/1993,1/1/9999
82945,d007,10/7/1994,5/9/1996
82946,d004,12/27/1995,1/1/9999
82947,d004,8/12/1994,1/1/9999
82947,d005,9/7/1990,8/12/1994
82948,d003,1/8/1998,1/1/9999
82949,d004,8/12/1988,1/1/9999
82950,d007,8/19/1988,1/1/9999
82951,d004,12/1/1992,1/1/9999
82952,d001,11/17/1992,1/1/9999
82953,d005,10/13/1986,1/1/9999
82954,d005,3/2/1999,7/19/2000
82955,d005,5/29/1995,1/1/9999
82956,d007,8/3/1986,2/25/1995
82956,d009,2/25/1995,5/4/1999
82957,d002,11/8/1998,1/1/9999
82958,d009,2/21/1990,1/1/9999
82959,d003,10/23/1993,1/1/9999
82960,d003,10/6/1999,1/1/9999
82961,d003,3/10/1999,4/14/1999
82962,d009,8/23/1989,1/1/9999
82963,d006,9/4/1985,1/1/9999
82964,d005,4/18/1990,1/1/9999
82965,d004,6/8/1990,1/1/9999
82966,d005,3/9/1990,1/1/9999
82967,d005,1/19/1992,1/1/9999
82967,d008,3/7/1991,1/19/1992
82968,d006,5/11/1999,10/13/2000
82969,d007,1/10/1994,1/1/9999
82970,d007,12/26/1994,1/1/9999
82971,d006,1/31/1999,1/30/2001
82972,d005,2/10/1991,1/1/9999
82973,d005,2/27/1996,1/1/9999
82974,d001,6/3/1985,1/1/9999
82975,d005,7/8/1993,1/1/9999
82976,d002,8/21/1987,1/24/1994
82976,d007,1/24/1994,1/1/9999
82977,d007,12/20/1988,5/28/2001
82978,d007,3/28/1998,1/1/9999
82979,d004,3/24/1999,1/1/9999
82980,d006,10/15/1995,1/1/9999
82981,d005,1/30/1988,1/1/9999
82982,d005,12/21/1994,1/1/9999
82983,d009,6/12/1997,1/1/9999
82984,d004,10/14/1993,1/1/9999
82985,d003,2/19/1999,1/1/9999
82986,d002,7/25/1998,5/5/2000
82986,d007,5/5/2000,8/19/2000
82987,d004,11/13/1986,1/1/9999
82988,d005,4/23/1998,1/1/9999
82989,d003,9/18/1987,1/1/9999
82990,d004,11/15/1988,3/18/1997
82991,d005,12/5/1998,9/26/1999
82992,d005,11/12/1986,1/1/9999
82993,d004,10/7/1993,1/1/9999
82994,d005,3/10/1994,11/1/1996
82994,d008,11/1/1996,1/1/9999
82995,d008,6/7/1994,1/1/9999
82996,d005,11/7/1985,1/1/9999
82997,d005,11/17/1993,5/3/1997
82998,d001,3/26/1985,1/1/9999
82999,d001,6/20/1998,1/1/9999
83000,d004,8/26/1986,1/1/9999
83001,d007,8/25/1991,1/1/9999
83002,d009,6/22/1991,12/24/2001
83003,d005,8/23/1998,1/1/9999
83004,d007,7/8/1995,1/1/9999
83005,d007,12/3/1988,9/28/2001
83005,d009,9/28/2001,1/1/9999
83006,d001,10/18/1986,10/28/2001
83007,d005,2/6/1992,1/16/1995
83008,d001,9/24/1997,1/1/9999
83009,d002,1/16/1988,1/1/9999
83010,d003,7/25/1997,1/1/9999
83011,d005,12/7/1999,1/1/9999
83012,d005,10/6/1992,1/1/9999
83013,d003,11/27/1987,1/1/9999
83014,d005,11/13/1988,1/1/9999
83014,d008,4/21/1986,11/13/1988
83015,d005,7/26/1988,1/1/9999
83016,d004,9/14/1989,1/10/1994
83017,d005,6/10/1994,12/31/1998
83018,d004,12/21/1987,1/1/9999
83019,d003,12/27/1995,11/21/1998
83020,d005,4/4/1991,1/1/9999
83021,d005,1/8/1994,9/30/2001
83022,d003,10/5/1988,5/26/1991
83023,d009,1/8/1992,6/1/1997
83024,d005,1/10/2000,3/8/2002
83024,d008,3/8/2002,1/1/9999
83025,d006,6/8/1996,1/1/9999
83026,d007,1/6/1994,1/1/9999
83027,d004,7/22/1985,7/16/1997
83028,d006,7/26/1997,1/1/9999
83029,d005,5/9/1997,1/1/9999
83030,d005,7/11/1987,1/1/9999
83031,d005,2/17/1998,1/1/9999
83032,d005,12/1/1989,1/1/9999
83033,d005,7/12/1998,1/1/9999
83034,d004,1/11/1995,3/19/2002
83034,d005,12/23/1993,1/11/1995
83035,d004,5/9/1992,1/1/9999
83036,d005,1/1/1998,1/1/9999
83037,d005,9/7/1992,1/1/9999
83038,d008,11/14/1999,1/1/9999
83039,d008,6/16/1995,1/1/9999
83040,d006,4/13/1987,1/1/9999
83041,d006,8/11/1998,1/1/9999
83042,d005,8/15/1993,1/27/2000
83042,d006,6/4/1985,8/15/1993
83043,d004,9/16/1997,1/1/9999
83044,d007,5/28/1998,1/12/1999
83045,d004,1/1/1996,1/1/9999
83046,d005,6/4/1986,5/24/1990
83047,d005,6/12/1997,1/1/9999
83048,d005,8/13/1989,1/1/9999
83049,d005,7/15/1993,1/1/9999
83050,d005,1/6/1990,1/1/9999
83051,d004,4/15/1989,3/29/1991
83051,d009,3/29/1991,7/25/1997
83052,d004,9/30/1996,1/1/9999
83053,d001,12/5/1997,1/1/9999
83054,d001,7/28/1992,12/23/1994
83055,d009,6/2/1999,1/1/9999
83056,d006,5/24/1988,1/1/9999
83057,d007,12/19/1985,1/1/9999
83058,d004,10/9/1985,1/1/9999
83059,d001,1/9/1992,6/6/1992
83060,d005,11/25/1996,6/10/1998
83060,d008,6/10/1998,1/1/9999
83061,d009,3/10/1991,1/1/9999
83062,d007,10/22/1998,1/1/9999
83063,d005,6/2/1998,1/1/9999
83064,d009,4/5/1985,1/1/9999
83065,d009,5/11/1996,3/1/1998
83066,d002,8/16/1990,1/1/9999
83067,d004,2/13/1996,1/1/9999
83068,d004,10/28/1995,1/1/9999
83069,d005,11/3/1987,1/1/9999
83070,d007,8/1/1990,1/1/9999
83071,d001,6/20/1995,8/17/1996
83071,d007,10/2/1992,6/20/1995
83072,d007,3/10/1994,1/1/9999
83073,d006,11/12/1997,1/1/9999
83074,d002,9/16/1999,11/8/1999
83075,d002,9/24/1985,1/1/9999
83076,d005,2/1/2000,8/26/2000
83077,d004,11/24/1990,1/1/9999
83078,d005,2/17/1997,1/1/9999
83079,d002,8/29/1986,1/1/9999
83080,d002,5/9/1997,5/15/2001
83080,d003,5/15/2001,1/1/9999
83081,d005,6/29/1995,1/1/9999
83082,d005,9/23/1992,11/19/1996
83083,d007,9/3/1990,1/1/9999
83084,d005,7/5/1996,1/1/9999
83085,d009,8/5/1993,1/1/9999
83086,d003,5/16/1987,1/1/9999
83087,d004,5/8/1999,1/1/9999
83088,d004,5/7/1991,8/13/2001
83089,d001,9/23/1994,4/24/1999
83089,d007,4/24/1999,1/1/9999
83090,d005,5/10/1991,1/1/9999
83091,d001,4/22/1997,1/1/9999
83092,d005,4/20/1985,1/1/9999
83093,d008,5/11/1993,1/1/9999
83094,d006,10/2/1994,1/1/9999
83095,d009,6/11/1991,11/13/1998
83096,d002,1/17/1994,1/1/9999
83097,d001,1/13/2002,1/1/9999
83097,d007,7/26/1998,1/13/2002
83098,d004,6/24/1985,1/1/9999
83099,d003,6/10/1993,1/1/9999
83100,d004,12/1/1992,1/1/9999
83101,d002,4/18/1996,1/1/9999
83102,d007,10/13/1991,1/1/9999
83103,d007,6/23/1985,7/30/1995
83104,d001,3/31/1991,1/1/9999
83105,d006,8/5/1995,10/22/1995
83106,d006,10/20/1985,1/1/9999
83107,d004,11/5/1990,6/7/1996
83107,d009,6/7/1996,1/1/9999
83108,d006,9/2/1985,1/1/9999
83109,d007,9/26/1991,1/1/9999
83110,d009,7/3/1998,10/9/2000
83111,d007,1/14/1986,1/1/9999
83112,d007,11/6/1985,1/1/9999
83113,d004,7/23/1995,4/7/2001
83114,d007,1/18/1999,1/1/9999
83115,d007,10/14/1992,1/1/9999
83116,d005,8/27/1998,1/1/9999
83117,d005,2/15/1985,1/20/1986
83118,d005,8/1/2002,1/1/9999
83118,d006,3/14/1998,8/1/2002
83119,d001,9/21/1998,1/1/9999
83120,d009,3/20/1986,1/1/9999
83121,d007,8/12/1992,1/1/9999
83122,d005,11/2/1995,1/1/9999
83123,d008,9/1/1997,1/1/9999
83124,d004,8/8/1988,1/1/9999
83125,d005,5/12/1986,1/1/9999
83126,d005,2/8/1987,8/19/1997
83127,d004,8/19/1996,1/1/9999
83127,d005,11/29/1985,8/19/1996
83128,d007,1/10/1999,1/1/9999
83129,d004,3/3/1995,1/1/9999
83130,d008,12/1/1989,1/1/9999
83131,d009,8/15/1998,4/17/1999
83132,d007,10/4/1987,1/1/9999
83133,d002,4/17/1989,1/1/9999
83134,d002,11/1/1993,1/1/9999
83135,d007,2/6/1991,1/1/9999
83136,d004,9/7/1990,1/1/9999
83137,d005,8/19/1995,1/6/1996
83137,d006,12/19/1994,8/19/1995
83138,d005,5/21/1991,1/1/9999
83139,d002,9/19/1987,1/1/9999
83140,d004,10/13/1999,1/1/9999
83141,d007,1/10/1997,1/1/9999
83142,d003,12/3/1997,1/29/1999
83143,d005,4/18/1992,1/1/9999
83144,d007,2/22/1995,1/1/9999
83145,d001,11/29/1991,1/1/9999
83146,d004,1/27/1990,1/1/9999
83147,d001,1/24/1994,8/13/1996
83147,d007,2/1/1992,1/24/1994
83148,d005,5/29/1997,1/1/9999
83149,d004,4/15/1986,1/1/9999
83150,d002,7/31/1995,1/1/9999
83151,d005,9/12/1993,1/1/9999
83152,d005,9/22/1994,3/26/1999
83153,d002,9/16/1999,1/1/9999
83154,d005,2/26/1994,1/1/9999
83155,d005,2/23/1993,1/1/9999
83156,d004,3/26/1995,1/1/9999
83157,d004,11/6/1992,10/21/1995
83157,d009,10/21/1995,1/1/9999
83158,d004,7/31/1999,1/1/9999
83159,d008,8/19/1998,1/1/9999
83160,d007,3/28/1999,1/1/9999
83161,d007,5/13/1991,1/3/2001
83162,d005,10/1/1987,1/1/9999
83163,d008,9/22/1988,1/1/9999
83164,d005,12/10/1994,1/1/9999
83165,d005,12/18/1993,1/1/9999
83166,d003,12/17/1988,1/1/9999
83167,d002,1/13/1999,1/1/9999
83167,d003,7/14/1990,1/13/1999
83168,d009,7/8/1987,1/1/9999
83169,d007,1/28/1987,12/18/1991
83170,d004,1/4/1990,1/1/9999
83171,d003,9/18/1996,2/16/1999
83172,d002,11/12/1993,8/11/1999
83173,d006,3/3/1987,1/1/9999
83174,d005,11/12/1992,11/17/2000
83175,d007,5/23/1992,1/1/9999
83176,d003,3/4/1994,1/1/9999
83177,d004,2/10/1996,7/9/1998
83177,d009,7/9/1998,1/1/9999
83178,d005,1/15/1997,11/22/1997
83179,d009,8/31/1997,1/1/9999
83180,d004,8/5/1996,1/1/9999
83181,d005,12/1/1993,1/1/9999
83182,d005,9/13/1986,1/1/9999
83183,d001,12/21/1993,1/1/9999
83184,d005,3/10/1998,1/1/9999
83185,d007,9/7/1992,4/28/2002
83185,d009,4/28/2002,1/1/9999
83186,d007,7/18/1996,1/1/9999
83187,d004,5/12/1997,5/4/1998
83188,d009,2/7/1988,2/4/1989
83189,d005,1/7/1990,1/1/9999
83190,d003,7/15/1987,1/1/9999
83191,d004,9/29/1989,4/15/1990
83192,d005,8/18/1993,1/1/9999
83193,d009,11/17/1989,1/1/9999
83194,d001,1/30/1994,6/1/1995
83194,d007,6/1/1995,1/1/9999
83195,d007,4/14/1989,1/1/9999
83196,d005,7/30/1995,1/1/9999
83197,d003,8/31/1993,1/1/9999
83198,d005,4/28/1989,1/1/9999
83199,d007,4/15/1999,1/1/9999
83200,d006,8/6/1996,6/6/2000
83201,d004,3/19/1994,1/1/9999
83202,d003,5/24/1993,1/1/9999
83203,d004,7/30/1990,1/1/9999
83204,d007,12/20/1994,1/1/9999
83205,d004,5/14/1998,1/1/9999
83205,d005,9/2/1990,5/14/1998
83206,d007,5/30/1997,3/8/2000
83207,d007,8/21/1990,1/1/9999
83208,d008,4/4/1986,1/1/9999
83209,d004,5/3/1987,1/1/9999
83210,d004,2/3/1997,1/1/9999
83211,d005,11/10/1998,1/1/9999
83212,d005,11/16/1991,12/19/1991
83213,d007,2/23/1995,1/1/9999
83214,d004,7/9/2001,1/1/9999
83214,d005,5/27/1990,7/9/2001
83215,d006,11/4/1990,1/1/9999
83216,d005,6/21/1991,1/1/9999
83217,d005,12/21/1994,1/1/9999
83218,d004,9/22/1992,1/1/9999
83219,d007,1/2/1991,10/8/1992
83220,d002,4/13/1995,1/1/9999
83221,d005,9/17/1992,9/23/1999
83222,d006,5/9/1986,1/1/9999
83223,d001,9/13/1996,10/25/1997
83224,d007,6/17/1998,1/30/1999
83224,d009,1/30/1999,1/1/9999
83225,d007,2/1/1992,1/1/9999
83226,d008,12/18/1997,1/1/9999
83227,d009,10/2/1998,5/11/1999
83228,d003,5/15/1996,1/1/9999
83229,d003,1/10/1997,1/1/9999
83230,d004,11/11/1988,1/1/9999
83231,d005,5/25/1992,1/1/9999
83232,d004,6/21/1988,5/7/1993
83232,d006,5/7/1993,1/1/9999
83233,d004,12/3/1996,1/1/9999
83234,d005,6/27/1987,12/21/2001
83235,d007,10/12/1999,1/1/9999
83236,d001,4/18/1993,1/1/9999
83237,d003,3/12/1989,1/1/9999
83238,d009,7/15/1997,1/1/1999
83239,d005,7/26/1994,1/1/9999
83240,d005,5/15/1998,1/1/9999
83241,d004,2/20/1998,1/1/9999
83241,d005,5/8/1990,2/20/1998
83242,d002,10/5/1992,2/26/2001
83243,d004,7/20/1996,1/1/9999
83244,d003,9/18/1986,1/1/9999
83245,d003,4/27/1993,6/24/1997
83246,d004,11/20/1985,1/1/9999
83247,d004,1/4/1989,1/1/9999
83248,d003,9/4/1995,1/1/9999
83249,d005,8/30/1990,12/14/1993
83249,d008,12/14/1993,1/1/9999
83250,d005,10/29/1994,1/1/9999
83251,d007,2/16/1999,1/1/9999
83252,d004,6/6/1994,1/1/9999
83253,d009,5/2/1990,6/5/2000
83254,d005,8/10/1993,1/1/9999
83255,d003,1/8/1987,1/1/9999
83256,d005,6/6/1993,1/1/9999
83257,d004,10/30/1987,1/1/9999
83258,d005,9/23/1998,1/1/9999
83259,d008,9/23/1991,4/6/1992
83260,d005,8/26/1994,1/1/9999
83260,d009,6/25/1987,8/26/1994
83261,d008,10/17/1990,1/1/9999
83262,d007,11/25/1988,1/1/9999
83263,d008,2/7/1998,1/1/9999
83264,d005,12/3/1993,1/1/9999
83265,d004,10/11/1999,1/1/9999
83266,d009,4/9/1992,1/1/9999
83267,d001,9/14/1996,1/1/9999
83268,d004,6/29/1998,5/31/1999
83269,d004,4/15/1991,6/1/1994
83269,d006,6/1/1994,1/1/9999
83270,d002,2/22/1985,1/1/9999
83271,d004,7/21/1989,1/1/9999
83272,d004,2/27/1999,1/1/9999
83273,d003,3/25/1992,1/26/1999
83274,d004,3/22/1990,6/6/2000
83275,d006,4/13/1993,1/1/9999
83276,d007,2/12/1997,1/1/9999
83277,d005,9/14/1992,1/1/9999
83278,d007,3/4/1985,1/1/9999
83279,d005,4/27/1998,9/4/1998
83279,d006,2/12/1997,4/27/1998
83280,d004,8/8/1999,1/1/9999
83281,d002,3/8/1992,1/1/9999
83282,d007,1/30/1994,1/1/9999
83283,d007,3/2/1992,1/1/9999
83284,d005,12/12/1985,1/1/9999
83285,d005,6/14/1992,1/1/9999
83286,d005,12/21/1989,1/1/9999
83287,d007,10/8/1999,1/1/9999
83288,d005,7/27/1991,10/8/1998
83289,d005,1/9/1994,1/1/9999
83290,d001,2/19/1986,11/6/2001
83290,d009,11/6/2001,1/1/9999
83291,d005,11/22/1985,1/1/9999
83292,d004,2/20/1994,1/1/9999
83293,d002,5/11/1986,1/1/9999
83294,d005,6/21/1997,1/1/9999
83295,d005,4/15/1985,1/1/9999
83296,d005,4/26/1987,1/1/9999
83297,d005,11/25/1995,11/22/1997
83298,d004,5/5/1990,1/1/9999
83299,d005,7/10/1993,1/1/9999
83300,d001,9/12/1994,1/1/9999
83301,d001,2/28/1995,1/1/9999
83301,d007,11/19/1989,2/28/1995
83302,d004,10/29/1995,1/1/9999
83303,d005,3/1/1992,1/1/9999
83304,d008,9/14/1985,1/1/9999
83305,d005,10/31/1997,1/29/1999
83306,d005,4/14/1996,1/1/9999
83307,d006,1/23/1987,1/1/9999
83308,d005,2/16/1985,1/1/9999
83309,d005,12/3/1986,1/1/9999
83310,d006,5/2/1989,1/1/9999
83311,d004,1/17/2000,1/1/9999
83311,d008,1/24/1992,1/17/2000
83312,d007,12/13/1994,1/1/9999
83313,d003,9/14/1991,12/26/1991
83314,d002,4/6/1996,1/1/9999
83315,d005,9/11/1985,1/1/9999
83316,d007,11/26/1994,1/1/9999
83317,d001,3/12/1988,1/1/9999
83318,d005,11/6/1993,1/1/9999
83319,d004,3/27/2000,1/1/9999
83319,d005,10/19/1990,3/27/2000
83320,d005,11/15/1992,1/1/9999
83321,d004,1/12/1992,1/1/9999
83322,d005,3/29/1999,11/8/1999
83323,d005,9/25/1992,1/1/9999
83324,d005,12/28/1996,1/1/9999
83325,d002,2/10/1995,1/1/9999
83326,d004,6/1/1987,1/1/9999
83327,d008,8/17/1994,1/1/9999
83328,d005,8/30/1998,1/1/9999
83329,d004,6/24/1995,1/1/9999
83329,d005,4/12/1995,6/24/1995
83330,d001,3/13/1994,1/1/9999
83331,d002,11/5/1993,6/24/1999
83332,d005,5/1/1989,6/24/1997
83333,d004,7/31/1998,1/1/9999
83334,d008,5/31/1985,1/1/9999
83335,d004,4/16/1987,1/1/9999
83336,d002,1/6/1999,1/1/9999
83337,d002,1/10/1999,2/13/2002
83338,d006,2/24/1989,1/1/9999
83339,d007,12/17/1998,10/11/2000
83339,d009,10/11/2000,1/1/9999
83340,d009,1/11/1991,1/1/9999
83341,d004,2/20/1996,1/1/9999
83342,d004,6/9/1993,1/1/9999
83343,d004,1/18/1992,3/12/1996
83344,d001,4/4/1985,1/1/9999
83345,d007,4/10/1991,1/1/9999
83346,d005,11/12/1985,1/1/9999
83347,d006,12/15/1993,1/1/9999
83348,d005,9/16/1986,1/1/9999
83349,d002,5/15/1999,2/16/2001
83349,d003,2/16/2001,1/1/9999
83350,d005,10/19/1999,1/1/9999
83351,d005,9/27/1996,1/1/9999
83352,d007,9/15/1986,8/14/1992
83353,d007,9/21/1988,1/1/9999
83354,d008,1/3/1994,1/1/9999
83355,d003,12/31/1986,1/1/9999
83356,d004,3/21/1991,1/1/9999
83357,d004,8/22/1994,1/1/9999
83357,d005,6/29/1992,8/22/1994
83358,d005,3/22/1993,1/1/9999
83359,d004,7/18/1988,1/1/9999
83360,d007,6/16/1989,1/1/9999
83361,d005,10/12/1996,6/23/1999
83362,d004,4/20/1997,1/1/9999
83363,d007,2/14/1993,1/1/9999
83364,d006,8/23/1990,1/1/9999
83365,d004,10/19/1989,1/1/9999
83365,d009,8/17/1986,10/19/1989
83366,d004,3/24/1995,1/1/9999
83367,d006,12/26/1988,1/1/9999
83368,d004,4/30/1993,1/1/9999
83369,d009,8/30/1992,1/1/9999
83370,d007,11/23/1997,8/26/1998
83371,d004,6/14/1999,1/1/9999
83372,d005,5/8/1999,1/1/9999
83373,d008,1/8/1988,1/1/9999
83374,d001,2/8/2000,1/1/9999
83374,d003,4/17/1995,2/8/2000
83375,d005,5/19/1998,1/1/9999
83376,d002,8/10/1998,1/1/9999
83377,d004,10/11/1991,7/23/1992
83378,d005,1/10/1999,1/1/9999
83379,d007,2/19/1987,1/1/9999
83380,d005,7/10/1996,1/1/9999
83381,d004,5/7/1987,1/1/9999
83382,d005,9/7/1995,1/1/9999
83383,d001,9/29/1987,1/1/9999
83384,d005,11/29/1987,1/1/9999
83385,d004,1/1/2001,1/1/9999
83385,d008,5/10/1991,1/1/2001
83386,d003,9/10/1999,11/8/2000
83387,d004,11/22/1999,1/1/9999
83388,d005,5/18/1989,1/1/9999
83389,d005,10/25/1990,1/1/9999
83390,d003,8/13/1986,1/1/9999
83391,d005,11/15/1989,7/2/1997
83392,d004,3/30/1987,1/1/9999
83393,d005,7/15/2001,1/1/9999
83393,d009,12/16/1993,7/15/2001
83394,d005,11/26/1988,1/1/9999
83395,d002,10/9/1997,1/1/9999
83396,d004,12/31/1988,8/16/1993
83397,d007,9/3/1997,5/27/2000
83398,d009,2/20/1991,1/1/9999
83399,d005,2/10/1985,1/1/9999
83400,d002,1/30/1994,1/1/9999
83401,d005,4/19/1987,1/1/9999
83402,d001,9/26/1990,1/1/9999
83403,d005,6/23/1988,1/1/9999
83404,d001,8/2/1988,8/3/1990
83404,d009,8/3/1990,4/16/1993
83405,d007,6/1/1997,1/1/9999
83406,d004,11/18/1992,1/1/9999
83407,d007,1/9/1986,6/18/1998
83408,d005,1/31/1999,1/1/9999
83409,d005,7/23/1985,1/1/9999
83410,d009,3/29/1990,1/1/9999
83411,d008,5/16/1987,1/1/9999
83412,d005,6/9/1992,1/1/9999
83413,d004,9/12/1988,12/24/1996
83413,d009,12/24/1996,7/6/2000
83414,d001,7/25/1998,1/1/9999
83415,d005,12/17/1993,1/1/9999
83416,d005,9/20/1986,1/1/9999
83417,d005,2/25/1986,1/1/9999
83418,d007,12/16/1993,11/9/1996
83419,d005,1/21/1991,1/1/9999
83420,d003,1/7/1998,1/1/9999
83421,d007,10/27/1995,1/1/9999
83422,d006,11/26/1995,1/1/9999
83423,d007,4/12/1999,5/22/1999
83424,d004,12/8/1998,8/26/2000
83424,d006,8/26/2000,1/1/9999
83425,d002,7/22/1999,1/1/9999
83426,d007,8/2/1987,1/1/9999
83427,d004,2/6/1988,5/11/1995
83428,d007,12/11/1986,1/1/9999
83429,d005,4/20/1987,1/1/9999
83430,d008,4/28/1991,10/15/1999
83431,d005,9/5/1990,1/1/9999
83432,d005,9/15/1989,1/1/9999
83433,d005,8/29/1998,1/1/9999
83434,d004,11/26/1993,1/1/9999
83434,d005,1/1/1992,11/26/1993
83435,d007,4/16/1989,6/4/1994
83436,d006,9/7/1999,1/1/9999
83437,d004,10/19/1994,1/1/9999
83438,d009,8/7/1985,1/1/9999
83439,d001,11/26/1987,10/22/1992
83440,d008,12/19/1996,1/1/9999
83441,d009,11/4/1997,1/1/9999
83442,d001,10/5/1987,8/21/1993
83442,d009,8/21/1993,1/1/9999
83443,d005,7/14/1988,1/1/9999
83444,d006,5/21/1997,2/17/2000
83445,d004,7/24/1999,1/1/9999
83446,d004,5/13/1989,1/1/9999
83447,d005,10/17/1995,1/1/9999
83448,d009,5/19/1992,1/1/9999
83449,d003,8/31/1995,1/1/9999
83450,d006,10/3/1991,1/1/9999
83451,d004,9/11/1997,1/1/9999
83451,d005,4/3/1994,9/11/1997
83452,d007,1/15/1998,1/1/9999
83453,d005,1/5/1997,7/3/1999
83454,d004,1/21/1989,1/1/9999
83455,d003,6/16/1991,1/1/9999
83456,d005,12/1/1987,1/1/9999
83457,d008,10/28/1998,1/1/9999
83458,d005,7/31/1988,1/1/9999
83459,d004,12/3/1989,1/1/9999
83460,d002,12/20/1987,1/1/9999
83461,d001,3/28/1994,3/8/1995
83461,d009,3/8/1995,1/1/9999
83462,d001,10/18/1987,1/13/1989
83463,d006,12/20/1999,10/4/2000
83464,d004,2/13/1992,1/1/9999
83465,d004,11/22/1988,1/1/9999
83466,d007,11/26/1992,1/1/9999
83467,d005,1/15/1986,1/1/9999
83468,d007,4/9/1998,1/1/9999
83469,d005,6/19/1998,1/1/9999
83470,d006,3/18/1994,3/13/1996
83471,d008,12/12/1987,1/1/9999
83472,d005,9/3/1998,1/1/9999
83472,d009,9/4/1997,9/3/1998
83473,d003,11/30/1996,1/1/9999
83474,d002,10/22/1997,1/1/9999
83475,d004,9/28/1999,1/1/9999
83476,d009,10/22/1989,1/1/9999
83477,d004,10/11/1998,1/1/9999
83478,d008,4/6/1986,1/1/9999
83479,d005,11/15/1997,2/22/2000
83480,d005,7/23/1990,10/29/1991
83481,d004,11/10/1989,1/1/9999
83482,d005,12/3/1987,1/1/9999
83483,d004,11/6/1996,12/7/2001
83483,d009,12/7/2001,1/1/9999
83484,d006,10/19/1988,1/1/9999
83485,d005,9/20/1991,1/1/9999
83486,d005,7/26/1985,1/1/9999
83487,d004,1/12/1990,1/1/9999
83488,d005,10/28/1989,7/11/1993
83489,d008,7/16/1996,1/1/9999
83490,d005,10/28/1989,1/1/9999
83491,d005,12/23/1999,1/1/9999
83492,d008,1/25/1989,1/1/9999
83493,d004,5/30/1985,1/1/9999
83494,d001,8/26/1998,1/1/9999
83494,d007,9/10/1991,8/26/1998
83495,d003,5/29/1987,10/27/1997
83496,d005,12/31/1995,5/22/1996
83497,d005,7/4/1989,1/1/9999
83498,d005,1/9/1986,1/1/9999
83499,d005,2/5/1985,6/21/1986
83500,d009,8/20/1995,1/1/9999
83501,d007,6/21/1995,1/1/9999
83502,d001,7/26/1994,9/6/1999
83503,d004,11/25/1997,1/1/9999
83504,d004,1/20/2001,1/1/9999
83504,d005,6/26/1999,1/20/2001
83505,d008,1/1/1988,1/1/9999
83506,d005,7/1/1987,1/1/9999
83507,d009,8/22/1987,1/1/9999
83508,d005,2/1/1988,6/13/1993
83509,d005,10/12/1989,1/1/9999
83510,d005,11/10/1986,1/1/9999
83511,d005,10/23/1986,1/1/9999
83512,d007,6/11/1994,1/1/9999
83513,d004,12/23/1995,2/11/2001
83514,d007,8/3/1993,1/1/9999
83515,d004,1/7/1988,1/1/9999
83515,d005,12/30/1987,1/7/1988
83516,d004,12/14/1990,1/1/9999
83517,d001,11/23/1997,1/1/9999
83518,d005,1/5/1992,1/1/9999
83519,d007,4/2/1996,1/1/9999
83520,d004,3/1/1992,8/10/2001
83521,d005,10/22/1992,1/1/9999
83522,d001,10/11/1991,1/1/9999
83523,d001,3/21/2000,1/1/9999
83523,d007,1/22/1990,3/21/2000
83524,d004,1/18/1992,10/14/2001
83525,d005,8/29/1989,1/1/9999
83526,d003,4/19/1992,1/1/9999
83527,d004,2/26/1987,1/1/9999
83528,d001,10/17/1986,1/1/9999
83529,d007,2/13/1988,1/1/9999
83530,d005,7/23/1988,1/1/9999
83531,d002,2/22/1990,1/1/9999
83532,d005,6/18/1993,2/1/2001
83533,d002,4/29/1986,9/26/2001
83533,d007,9/26/2001,1/1/9999
83534,d004,1/27/1990,1/1/9999
83535,d003,11/20/1987,1/18/1991
83536,d008,12/14/1994,9/10/1996
83537,d004,12/12/1990,1/1/9999
83538,d005,7/7/1991,1/1/9999
83539,d007,5/27/1987,1/1/9999
83540,d004,9/10/1988,1/1/9999
83541,d008,3/17/1986,1/1/9999
83542,d005,6/28/1997,1/1/9999
83542,d009,1/25/1989,6/28/1997
83543,d004,9/2/1997,1/1/9999
83544,d007,9/5/1994,1/1/9999
83545,d008,2/15/1987,7/15/1995
83546,d005,4/12/1986,1/1/9999
83547,d008,8/11/1995,1/1/9999
83548,d004,1/28/1993,1/1/9999
83549,d004,9/18/1995,1/1/9999
83550,d007,6/4/1986,1/1/9999
83551,d004,6/3/1996,1/1/9999
83552,d004,8/15/1997,11/7/1997
83553,d001,7/27/1992,1/12/1995
83553,d007,1/12/1995,1/1/9999
83554,d004,12/20/1985,1/1/9999
83555,d005,12/5/1989,1/1/9999
83556,d005,7/15/1988,1/1/9999
83557,d005,4/9/1995,1/1/9999
83558,d002,10/29/1994,1/12/1999
83559,d005,6/29/1996,1/1/9999
83560,d005,6/24/1997,8/20/1997
83561,d007,11/29/1998,7/31/2001
83561,d009,7/31/2001,1/1/9999
83562,d002,4/27/1994,9/14/2001
83563,d004,1/2/1996,1/1/9999
83564,d004,4/24/1992,1/1/9999
83565,d008,6/8/1988,1/1/9999
83566,d008,11/27/1997,3/7/1998
83567,d007,8/31/1985,1/1/9999
83568,d007,2/23/1991,9/13/1995
83569,d005,8/18/1991,11/29/1994
83570,d003,7/24/1997,1/1/9999
83571,d004,10/30/1993,1/1/9999
83571,d005,7/9/1992,10/30/1993
