emp_no,salary,from_date,to_date
14626,49336,11/9/1991,11/8/1992
14626,49644,11/8/1992,11/8/1993
14626,53614,11/8/1993,11/8/1994
14626,57737,11/8/1994,11/8/1995
14626,59846,11/8/1995,11/7/1996
14626,62963,11/7/1996,11/7/1997
14626,66111,11/7/1997,11/7/1998
14626,70247,11/7/1998,11/7/1999
14626,73169,11/7/1999,11/6/2000
14626,76815,11/6/2000,11/6/2001
14626,77530,11/6/2001,1/1/9999
14627,49395,4/12/1991,4/11/1992
14627,49334,4/11/1992,4/11/1993
14627,50444,4/11/1993,4/11/1994
14627,52542,4/11/1994,4/11/1995
14627,53803,4/11/1995,4/10/1996
14627,53987,4/10/1996,4/10/1997
14627,57623,4/10/1997,4/10/1998
14627,58975,4/10/1998,4/10/1999
14627,62406,4/10/1999,4/9/2000
14627,66155,4/9/2000,4/9/2001
14627,65841,4/9/2001,4/9/2002
14627,70330,4/9/2002,1/1/9999
14628,67387,2/23/1989,2/23/1990
14628,70259,2/23/1990,2/23/1991
14628,72074,2/23/1991,2/23/1992
14628,75330,2/23/1992,2/22/1993
14628,75304,2/22/1993,2/22/1994
14628,78650,2/22/1994,2/22/1995
14628,82097,2/22/1995,2/22/1996
14628,84019,2/22/1996,2/21/1997
14628,84199,2/21/1997,2/21/1998
14628,86848,2/21/1998,2/21/1999
14628,90935,2/21/1999,2/21/2000
14628,94663,2/21/2000,2/20/2001
14628,95468,2/20/2001,2/20/2002
14628,99445,2/20/2002,1/1/9999
14629,40000,11/4/1988,11/4/1989
14629,42776,11/4/1989,11/4/1990
14629,43374,11/4/1990,11/4/1991
14629,44250,11/4/1991,11/3/1992
14629,48001,11/3/1992,11/3/1993
14629,50908,11/3/1993,11/3/1994
14629,53177,11/3/1994,11/3/1995
14629,53391,11/3/1995,11/2/1996
14629,57116,11/2/1996,11/2/1997
14629,60124,11/2/1997,11/2/1998
14629,64141,11/2/1998,11/2/1999
14629,67778,11/2/1999,11/1/2000
14629,71205,11/1/2000,11/1/2001
14629,74630,11/1/2001,6/26/2002
14630,59768,7/25/1993,7/25/1994
14630,59566,7/25/1994,7/25/1995
14630,63307,7/25/1995,7/24/1996
14630,66876,7/24/1996,7/24/1997
14630,68593,7/24/1997,7/24/1998
14630,68194,7/24/1998,7/24/1999
14630,69966,7/24/1999,7/23/2000
14630,72053,7/23/2000,7/23/2001
14630,76333,7/23/2001,7/23/2002
14630,77228,7/23/2002,1/1/9999
14631,64229,6/10/1994,6/10/1995
14631,68199,6/10/1995,6/9/1996
14631,70133,6/9/1996,6/9/1997
14631,74124,6/9/1997,6/9/1998
14631,78206,6/9/1998,6/9/1999
14631,81982,6/9/1999,6/8/2000
14631,85504,6/8/2000,6/8/2001
14631,89159,6/8/2001,6/8/2002
14631,89926,6/8/2002,1/1/9999
14632,40000,8/1/1987,7/31/1988
14632,43473,7/31/1988,7/31/1989
14632,43480,7/31/1989,7/31/1990
14632,46115,7/31/1990,7/31/1991
14632,47557,7/31/1991,7/30/1992
14632,49704,7/30/1992,7/30/1993
14632,49915,7/30/1993,7/30/1994
14632,54262,7/30/1994,7/30/1995
14632,55253,7/30/1995,7/29/1996
14632,55571,7/29/1996,7/29/1997
14632,57635,7/29/1997,7/29/1998
14632,57855,7/29/1998,7/29/1999
14632,58790,7/29/1999,7/28/2000
14632,59071,7/28/2000,7/28/2001
14632,62943,7/28/2001,7/28/2002
14632,64257,7/28/2002,1/1/9999
14633,61842,11/15/1989,11/15/1990
14633,63823,11/15/1990,11/15/1991
14633,63750,11/15/1991,11/14/1992
14633,65361,11/14/1992,11/14/1993
14633,67415,11/14/1993,7/11/1994
14634,46360,1/29/1997,1/29/1998
14634,50176,1/29/1998,1/29/1999
14634,51981,1/29/1999,1/29/2000
14634,54682,1/29/2000,1/28/2001
14634,56084,1/28/2001,1/28/2002
14634,57528,1/28/2002,1/1/9999
14635,40000,12/3/1998,12/3/1999
14635,43297,12/3/1999,12/2/2000
14635,43687,12/2/2000,9/15/2001
14636,40000,1/20/1998,1/20/1999
14636,40401,1/20/1999,1/20/2000
14636,44050,1/20/2000,1/19/2001
14636,47050,1/19/2001,1/19/2002
14636,50019,1/19/2002,1/1/9999
14637,59701,1/26/1992,1/25/1993
14637,60900,1/25/1993,1/25/1994
14637,65201,1/25/1994,1/25/1995
14637,68067,1/25/1995,1/25/1996
14637,71602,1/25/1996,1/24/1997
14637,73142,1/24/1997,1/24/1998
14637,74426,1/24/1998,1/24/1999
14637,74650,1/24/1999,1/24/2000
14637,78535,1/24/2000,1/23/2001
14637,78793,1/23/2001,1/23/2002
14637,79622,1/23/2002,1/1/9999
14638,41766,5/23/1997,5/23/1998
14638,45278,5/23/1998,11/26/1998
14639,79405,11/8/1987,11/7/1988
14639,79862,11/7/1988,11/7/1989
14639,83346,11/7/1989,11/7/1990
14639,85234,11/7/1990,11/7/1991
14639,85694,11/7/1991,11/6/1992
14639,86629,11/6/1992,11/6/1993
14639,89721,11/6/1993,11/6/1994
14639,90705,11/6/1994,11/6/1995
14639,93205,11/6/1995,11/5/1996
14639,95433,11/5/1996,11/5/1997
14639,98890,11/5/1997,11/5/1998
14639,101533,11/5/1998,11/5/1999
14639,105921,11/5/1999,11/4/2000
14639,110014,11/4/2000,11/4/2001
14639,109712,11/4/2001,1/1/9999
14640,42662,5/20/1992,5/20/1993
14640,46832,5/20/1993,5/20/1994
14640,50185,5/20/1994,5/20/1995
14640,52729,5/20/1995,5/19/1996
14640,53169,5/19/1996,5/19/1997
14640,54116,5/19/1997,5/19/1998
14640,56755,5/19/1998,5/19/1999
14640,60350,5/19/1999,5/18/2000
14640,60891,5/18/2000,5/18/2001
14640,60818,5/18/2001,5/18/2002
14640,60762,5/18/2002,1/1/9999
14641,68814,2/18/1989,2/18/1990
14641,69355,2/18/1990,2/18/1991
14641,73752,2/18/1991,2/18/1992
14641,78021,2/18/1992,2/17/1993
14641,80122,2/17/1993,2/17/1994
14641,82321,2/17/1994,2/17/1995
14641,85527,2/17/1995,10/3/1995
14642,54553,6/5/1987,6/4/1988
14642,55831,6/4/1988,6/4/1989
14642,59154,6/4/1989,6/4/1990
14642,59190,6/4/1990,6/4/1991
14642,59164,6/4/1991,6/3/1992
14642,63159,6/3/1992,6/3/1993
14642,63615,6/3/1993,6/3/1994
14642,67711,6/3/1994,6/3/1995
14642,71900,6/3/1995,6/2/1996
14642,75632,6/2/1996,6/2/1997
14642,75669,6/2/1997,6/2/1998
14642,76648,6/2/1998,6/2/1999
14642,80444,6/2/1999,6/1/2000
14642,82335,6/1/2000,6/1/2001
14642,85633,6/1/2001,6/1/2002
14642,87554,6/1/2002,1/1/9999
14643,43628,3/24/1990,3/24/1991
14643,44145,3/24/1991,3/23/1992
14643,48311,3/23/1992,3/23/1993
14643,50294,3/23/1993,3/23/1994
14643,50473,3/23/1994,3/23/1995
14643,51128,3/23/1995,2/13/1996
14644,68552,5/13/1992,5/13/1993
14644,72587,5/13/1993,5/13/1994
14644,72106,5/13/1994,5/13/1995
14644,71625,5/13/1995,5/12/1996
14644,73787,5/12/1996,5/12/1997
14644,73883,5/12/1997,5/12/1998
14644,77922,5/12/1998,5/12/1999
14644,77515,5/12/1999,5/11/2000
14644,77724,5/11/2000,5/11/2001
14644,81072,5/11/2001,5/11/2002
14644,82906,5/11/2002,1/1/9999
14645,45647,5/1/1987,4/30/1988
14645,50040,4/30/1988,4/30/1989
14645,52501,4/30/1989,4/30/1990
14645,53549,4/30/1990,4/30/1991
14645,55563,4/30/1991,4/29/1992
14645,57303,4/29/1992,4/29/1993
14645,59283,4/29/1993,4/29/1994
14645,62348,4/29/1994,4/29/1995
14645,62939,4/29/1995,4/28/1996
14645,62970,4/28/1996,4/28/1997
14645,62960,4/28/1997,4/28/1998
14645,63005,4/28/1998,4/28/1999
14645,62682,4/28/1999,4/27/2000
14645,65709,4/27/2000,4/27/2001
14645,68487,4/27/2001,4/27/2002
14645,68273,4/27/2002,1/1/9999
14646,40000,4/11/1997,4/11/1998
14646,40270,4/11/1998,4/11/1999
14646,39776,4/11/1999,4/10/2000
14646,41380,4/10/2000,4/10/2001
14646,45805,4/10/2001,4/10/2002
14646,45686,4/10/2002,1/1/9999
14647,40000,12/7/1991,12/6/1992
14647,42053,12/6/1992,12/6/1993
14647,43907,12/6/1993,12/6/1994
14647,44850,12/6/1994,12/6/1995
14647,49161,12/6/1995,12/5/1996
14647,52210,12/5/1996,12/5/1997
14647,54808,12/5/1997,12/5/1998
14647,56303,12/5/1998,12/5/1999
14647,57364,12/5/1999,12/4/2000
14647,58555,12/4/2000,12/4/2001
14647,58919,12/4/2001,1/1/9999
14648,89209,11/16/1986,11/16/1987
14648,92027,11/16/1987,11/15/1988
14648,92176,11/15/1988,11/15/1989
14648,95695,11/15/1989,11/15/1990
14648,96892,11/15/1990,11/15/1991
14648,97641,11/15/1991,11/14/1992
14648,99258,11/14/1992,11/14/1993
14648,100228,11/14/1993,11/14/1994
14648,103233,11/14/1994,11/14/1995
14648,104699,11/14/1995,11/13/1996
14648,107342,11/13/1996,11/13/1997
14648,107264,11/13/1997,11/13/1998
14648,108098,11/13/1998,11/13/1999
14648,108742,11/13/1999,11/12/2000
14648,109702,11/12/2000,11/12/2001
14648,112806,11/12/2001,1/1/9999
14649,40000,6/12/1986,6/12/1987
14649,40859,6/12/1987,6/11/1988
14649,41003,6/11/1988,6/11/1989
14649,41247,6/11/1989,6/11/1990
14649,41690,6/11/1990,6/11/1991
14649,41608,6/11/1991,6/10/1992
14649,45776,6/10/1992,6/10/1993
14649,48003,6/10/1993,6/10/1994
14649,52190,6/10/1994,6/10/1995
14649,53014,6/10/1995,6/9/1996
14649,56161,6/9/1996,6/9/1997
14649,55735,6/9/1997,6/9/1998
14649,58367,6/9/1998,6/9/1999
14649,58423,6/9/1999,6/8/2000
14649,62118,6/8/2000,6/8/2001
14649,65068,6/8/2001,9/24/2001
14650,40000,10/4/1986,10/4/1987
14650,43356,10/4/1987,10/3/1988
14650,46531,10/3/1988,10/3/1989
14650,48647,10/3/1989,10/3/1990
14650,48962,10/3/1990,10/3/1991
14650,48651,10/3/1991,10/2/1992
14650,48576,10/2/1992,10/2/1993
14650,50431,10/2/1993,10/2/1994
14650,51622,10/2/1994,10/2/1995
14650,55113,10/2/1995,10/1/1996
14650,55233,10/1/1996,10/1/1997
14650,57448,10/1/1997,10/1/1998
14650,60981,10/1/1998,10/1/1999
14650,64000,10/1/1999,9/30/2000
14650,67268,9/30/2000,9/30/2001
14650,68684,9/30/2001,1/1/9999
14651,44660,2/8/1992,2/7/1993
14651,45569,2/7/1993,2/7/1994
14651,47302,2/7/1994,2/7/1995
14651,51705,2/7/1995,2/7/1996
14651,53485,2/7/1996,2/6/1997
14651,56330,2/6/1997,2/6/1998
14651,58814,2/6/1998,2/6/1999
14651,59513,2/6/1999,2/6/2000
14651,62931,2/6/2000,2/5/2001
14651,64522,2/5/2001,2/5/2002
14651,65904,2/5/2002,1/1/9999
14652,73251,11/14/1991,11/13/1992
14652,76563,11/13/1992,11/13/1993
14652,76866,11/13/1993,11/13/1994
14652,80934,11/13/1994,11/13/1995
14652,82956,11/13/1995,11/12/1996
14652,84258,11/12/1996,11/12/1997
14652,88288,11/12/1997,11/12/1998
14652,91681,11/12/1998,11/12/1999
14652,95156,11/12/1999,11/11/2000
14652,94813,11/11/2000,11/11/2001
14652,95672,11/11/2001,1/1/9999
14653,46524,12/17/1985,12/17/1986
14653,46779,12/17/1986,12/17/1987
14653,46347,12/17/1987,12/16/1988
14653,47543,12/16/1988,12/16/1989
14653,49437,12/16/1989,12/16/1990
14653,49785,12/16/1990,12/16/1991
14653,52376,12/16/1991,12/15/1992
14653,54926,12/15/1992,12/15/1993
14653,59280,12/15/1993,12/15/1994
14653,59524,12/15/1994,12/15/1995
14653,60969,12/15/1995,12/14/1996
14653,63526,12/14/1996,12/14/1997
14653,67455,12/14/1997,12/14/1998
14653,67818,12/14/1998,12/14/1999
14653,70504,12/14/1999,12/13/2000
14653,72592,12/13/2000,12/13/2001
14653,76784,12/13/2001,1/1/9999
14654,72278,12/18/1994,12/18/1995
14654,72407,12/18/1995,12/17/1996
14654,75057,12/17/1996,12/17/1997
14654,77846,12/17/1997,12/17/1998
14654,81670,12/17/1998,12/17/1999
14654,83742,12/17/1999,12/16/2000
14654,83748,12/16/2000,12/16/2001
14654,86992,12/16/2001,1/1/9999
14655,65742,6/3/1987,6/2/1988
14655,66973,6/2/1988,6/2/1989
14655,70269,6/2/1989,6/2/1990
14655,70996,6/2/1990,6/2/1991
14655,70784,6/2/1991,6/1/1992
14655,74521,6/1/1992,6/1/1993
14655,74298,6/1/1993,6/1/1994
14655,75684,6/1/1994,6/1/1995
14655,76256,6/1/1995,5/31/1996
14655,76401,5/31/1996,5/31/1997
14655,77308,5/31/1997,5/31/1998
14655,79438,5/31/1998,5/31/1999
14655,79969,5/31/1999,5/30/2000
14655,80876,5/30/2000,5/30/2001
14655,84900,5/30/2001,4/9/2002
14656,50794,6/24/1993,12/6/1993
14657,53906,9/28/1998,9/28/1999
14657,56381,9/28/1999,9/27/2000
14657,57919,9/27/2000,9/27/2001
14657,57460,9/27/2001,1/1/9999
14658,61961,9/18/1999,9/17/2000
14658,62962,9/17/2000,9/17/2001
14658,64221,9/17/2001,1/1/9999
14659,40926,3/16/1985,3/16/1986
14659,42362,3/16/1986,3/16/1987
14659,44551,3/16/1987,3/15/1988
14659,46107,3/15/1988,3/15/1989
14659,47811,3/15/1989,3/15/1990
14659,50389,3/15/1990,3/15/1991
14659,54853,3/15/1991,3/14/1992
14659,55428,3/14/1992,3/14/1993
14659,59036,3/14/1993,3/14/1994
14659,59228,3/14/1994,3/14/1995
14659,59969,3/14/1995,3/13/1996
14659,59665,3/13/1996,3/13/1997
14659,61685,3/13/1997,3/13/1998
14659,64882,3/13/1998,3/13/1999
14659,66028,3/13/1999,3/12/2000
14659,67339,3/12/2000,3/12/2001
14659,68026,3/12/2001,3/12/2002
14659,68055,3/12/2002,1/1/9999
14660,64187,7/21/1995,7/20/1996
14660,64536,7/20/1996,7/20/1997
14660,65931,7/20/1997,7/20/1998
14660,69654,7/20/1998,7/20/1999
14660,69364,7/20/1999,7/19/2000
14660,69458,7/19/2000,7/19/2001
14660,70301,7/19/2001,7/19/2002
14660,70944,7/19/2002,1/1/9999
14661,40000,4/22/1987,4/21/1988
14661,43624,4/21/1988,4/21/1989
14661,47765,4/21/1989,4/21/1990
14661,51263,4/21/1990,4/21/1991
14661,54190,4/21/1991,4/20/1992
14661,55621,4/20/1992,4/20/1993
14661,55533,4/20/1993,4/20/1994
14661,58232,4/20/1994,4/20/1995
14661,57997,4/20/1995,4/19/1996
14661,58110,4/19/1996,4/19/1997
14661,58769,4/19/1997,4/19/1998
14661,60726,4/19/1998,4/19/1999
14661,62188,4/19/1999,4/18/2000
14661,65613,4/18/2000,4/18/2001
14661,66061,4/18/2001,4/18/2002
14661,70374,4/18/2002,1/1/9999
14662,49236,8/3/1989,8/3/1990
14662,50529,8/3/1990,8/3/1991
14662,50431,8/3/1991,8/2/1992
14662,51977,8/2/1992,8/2/1993
14662,56040,8/2/1993,8/2/1994
14662,56294,8/2/1994,8/2/1995
14662,57422,8/2/1995,8/1/1996
14662,57556,8/1/1996,8/1/1997
14662,61323,8/1/1997,8/1/1998
14662,65532,8/1/1998,8/1/1999
14662,68774,8/1/1999,7/31/2000
14662,70097,7/31/2000,7/31/2001
14662,74009,7/31/2001,7/31/2002
14662,73515,7/31/2002,1/1/9999
14663,50883,1/8/1997,1/8/1998
14663,54311,1/8/1998,1/8/1999
14663,57950,1/8/1999,1/8/2000
14663,60081,1/8/2000,1/7/2001
14663,61006,1/7/2001,1/7/2002
14663,60787,1/7/2002,1/1/9999
14664,40000,9/3/1990,4/28/1991
14665,85792,5/12/1995,5/11/1996
14665,86793,5/11/1996,5/11/1997
14665,90457,5/11/1997,5/11/1998
14665,90664,5/11/1998,5/11/1999
14665,92700,5/11/1999,5/10/2000
14665,94889,5/10/2000,5/10/2001
14665,94464,5/10/2001,5/10/2002
14665,98538,5/10/2002,1/1/9999
14666,50194,5/29/1995,5/28/1996
14666,52720,5/28/1996,10/30/1996
14667,43032,11/29/1992,11/29/1993
14667,46549,11/29/1993,11/29/1994
14667,50899,11/29/1994,11/29/1995
14667,53682,11/29/1995,11/28/1996
14667,54919,11/28/1996,11/28/1997
14667,55090,11/28/1997,11/28/1998
14667,54717,11/28/1998,11/28/1999
14667,58500,11/28/1999,11/27/2000
14667,59456,11/27/2000,11/27/2001
14667,59680,11/27/2001,1/1/9999
14668,53268,8/10/1992,8/10/1993
14668,54509,8/10/1993,8/10/1994
14668,54446,8/10/1994,8/10/1995
14668,57790,8/10/1995,8/9/1996
14668,60678,8/9/1996,8/9/1997
14668,62898,8/9/1997,8/9/1998
14668,66053,8/9/1998,8/9/1999
14668,70269,8/9/1999,8/8/2000
14668,74205,8/8/2000,8/8/2001
14668,74266,8/8/2001,1/1/9999
14669,40000,5/31/1985,5/31/1986
14669,41980,5/31/1986,5/31/1987
14669,43415,5/31/1987,5/30/1988
14669,44990,5/30/1988,5/30/1989
14669,47438,5/30/1989,5/30/1990
14669,48279,5/30/1990,5/30/1991
14669,49888,5/30/1991,5/29/1992
14669,50142,5/29/1992,5/29/1993
14669,51692,5/29/1993,5/29/1994
14669,55900,5/29/1994,5/29/1995
14669,58115,5/29/1995,5/28/1996
14669,61149,5/28/1996,5/28/1997
14669,64291,5/28/1997,5/28/1998
14669,65198,5/28/1998,5/28/1999
14669,69047,5/28/1999,5/27/2000
14669,69218,5/27/2000,5/27/2001
14669,72381,5/27/2001,5/27/2002
14669,74491,5/27/2002,1/1/9999
14670,40000,8/24/1995,8/23/1996
14670,43082,8/23/1996,8/23/1997
14670,45599,8/23/1997,8/23/1998
14670,46279,8/23/1998,8/23/1999
14670,47691,8/23/1999,8/22/2000
14670,47459,8/22/2000,8/22/2001
14670,50644,8/22/2001,1/1/9999
14671,40000,8/5/1987,8/4/1988
14671,42911,8/4/1988,8/4/1989
14671,44388,8/4/1989,8/4/1990
14671,48112,8/4/1990,8/4/1991
14671,47804,8/4/1991,8/3/1992
14671,47484,8/3/1992,8/3/1993
14671,51859,8/3/1993,8/3/1994
14671,56303,8/3/1994,8/3/1995
14671,57722,8/3/1995,8/2/1996
14671,59334,8/2/1996,8/2/1997
14671,61045,8/2/1997,8/2/1998
14671,64870,8/2/1998,8/2/1999
14671,68719,8/2/1999,8/1/2000
14671,72168,8/1/2000,8/1/2001
14671,73210,8/1/2001,8/1/2002
14671,74172,8/1/2002,1/1/9999
14672,40000,7/23/1988,7/23/1989
14672,41474,7/23/1989,7/23/1990
14672,42562,7/23/1990,7/23/1991
14672,44421,7/23/1991,7/22/1992
14672,44156,7/22/1992,7/22/1993
14672,44815,7/22/1993,7/22/1994
14672,48172,7/22/1994,7/22/1995
14672,50832,7/22/1995,7/21/1996
14672,55076,7/21/1996,7/21/1997
14672,57098,7/21/1997,7/21/1998
14672,59156,7/21/1998,7/21/1999
14672,59367,7/21/1999,7/20/2000
14672,63524,7/20/2000,7/20/2001
14672,67657,7/20/2001,7/20/2002
14672,69175,7/20/2002,1/1/9999
14673,70959,3/15/1996,3/15/1997
14673,74110,3/15/1997,3/15/1998
14673,75793,3/15/1998,3/15/1999
14673,77136,3/15/1999,3/14/2000
14673,78899,3/14/2000,7/17/2000
14674,40000,2/14/1997,2/14/1998
14674,44487,2/14/1998,2/14/1999
14674,48685,2/14/1999,2/14/2000
14674,52331,2/14/2000,2/13/2001
14674,54743,2/13/2001,2/13/2002
14674,56131,2/13/2002,1/1/9999
14675,40000,9/25/1988,9/25/1989
14675,41510,9/25/1989,9/25/1990
14675,41854,9/25/1990,9/25/1991
14675,44430,9/25/1991,9/24/1992
14675,45348,9/24/1992,9/24/1993
14675,49719,9/24/1993,9/24/1994
14675,51825,9/24/1994,9/24/1995
14675,52199,9/24/1995,9/23/1996
14675,54170,9/23/1996,9/23/1997
14675,55304,9/23/1997,9/23/1998
14675,58052,9/23/1998,9/23/1999
14675,62189,9/23/1999,9/22/2000
14675,63964,9/22/2000,9/22/2001
14675,66333,9/22/2001,1/1/9999
14676,67712,6/12/1991,6/11/1992
14676,70384,6/11/1992,6/11/1993
14676,71441,6/11/1993,6/11/1994
14676,71154,6/11/1994,6/11/1995
14676,75023,6/11/1995,6/10/1996
14676,75497,6/10/1996,6/10/1997
14676,78256,6/10/1997,6/10/1998
14676,80413,6/10/1998,6/10/1999
14676,82103,6/10/1999,6/9/2000
14676,84713,6/9/2000,6/9/2001
14676,86009,6/9/2001,6/9/2002
14676,90237,6/9/2002,1/1/9999
14677,40000,2/12/1987,2/12/1988
14677,43799,2/12/1988,2/11/1989
14677,47240,2/11/1989,2/11/1990
14677,50381,2/11/1990,2/11/1991
14677,53444,2/11/1991,2/11/1992
14677,54910,2/11/1992,2/10/1993
14677,59062,2/10/1993,2/10/1994
14677,62052,2/10/1994,2/10/1995
14677,64375,2/10/1995,2/10/1996
14677,64085,2/10/1996,2/9/1997
14677,68350,2/9/1997,2/9/1998
14677,72013,2/9/1998,2/9/1999
14677,76082,2/9/1999,2/9/2000
14677,76137,2/9/2000,2/8/2001
14677,79619,2/8/2001,2/8/2002
14677,82537,2/8/2002,1/1/9999
14678,40000,11/26/1997,11/26/1998
14678,42107,11/26/1998,11/26/1999
14678,42404,11/26/1999,11/25/2000
14678,42020,11/25/2000,11/25/2001
14678,44773,11/25/2001,1/1/9999
14679,58585,12/1/1993,12/1/1994
14679,58750,12/1/1994,12/1/1995
14679,58989,12/1/1995,11/30/1996
14679,59190,11/30/1996,11/30/1997
14679,60818,11/30/1997,11/30/1998
14679,64805,11/30/1998,11/30/1999
14679,68935,11/30/1999,11/29/2000
14679,70136,11/29/2000,11/29/2001
14679,70271,11/29/2001,1/1/9999
14680,40000,8/4/1990,8/4/1991
14680,43529,8/4/1991,8/3/1992
14680,43639,8/3/1992,8/3/1993
14680,44532,8/3/1993,8/3/1994
14680,45309,8/3/1994,8/3/1995
14680,45302,8/3/1995,12/24/1995
14681,62865,12/22/1999,12/21/2000
14681,66905,12/21/2000,12/21/2001
14681,67529,12/21/2001,1/1/9999
14682,40000,11/10/1988,11/10/1989
14682,42940,11/10/1989,11/10/1990
14682,45253,11/10/1990,11/10/1991
14682,45226,11/10/1991,11/9/1992
14682,46871,11/9/1992,11/9/1993
14682,46467,11/9/1993,11/9/1994
14682,50566,11/9/1994,11/9/1995
14682,52500,11/9/1995,11/8/1996
14682,56103,11/8/1996,11/8/1997
14682,59089,11/8/1997,11/8/1998
14682,58817,11/8/1998,11/8/1999
14682,60668,11/8/1999,1/15/2000
14683,41107,12/2/1986,12/2/1987
14683,41756,12/2/1987,12/1/1988
14683,44102,12/1/1988,12/1/1989
14683,46563,12/1/1989,12/1/1990
14683,47763,12/1/1990,12/1/1991
14683,48048,12/1/1991,11/30/1992
14683,50754,11/30/1992,11/30/1993
14683,53739,11/30/1993,11/30/1994
14683,58156,11/30/1994,11/30/1995
14683,61391,11/30/1995,11/29/1996
14683,61327,11/29/1996,11/29/1997
14683,65085,11/29/1997,11/29/1998
14683,65271,11/29/1998,11/29/1999
14683,64927,11/29/1999,11/28/2000
14683,68464,11/28/2000,11/28/2001
14683,71353,11/28/2001,1/1/9999
14684,68504,11/22/1998,11/22/1999
14684,70956,11/22/1999,11/21/2000
14684,73907,11/21/2000,11/21/2001
14684,73973,11/21/2001,1/1/9999
14685,78005,5/15/1987,5/14/1988
14685,79059,5/14/1988,5/14/1989
14685,80521,5/14/1989,5/14/1990
14685,82790,5/14/1990,5/14/1991
14685,84542,5/14/1991,5/13/1992
14685,85680,5/13/1992,5/13/1993
14685,86815,5/13/1993,5/13/1994
14685,90386,5/13/1994,5/13/1995
14685,91959,5/13/1995,5/12/1996
14685,94819,5/12/1996,5/12/1997
14685,97621,5/12/1997,5/12/1998
14685,99404,5/12/1998,5/12/1999
14685,102430,5/12/1999,5/11/2000
14685,106064,5/11/2000,5/11/2001
14685,107834,5/11/2001,5/11/2002
14685,110941,5/11/2002,1/1/9999
14686,62442,11/29/1993,11/29/1994
14686,62294,11/29/1994,11/29/1995
14686,64616,11/29/1995,11/28/1996
14686,66718,11/28/1996,11/28/1997
14686,68787,11/28/1997,11/28/1998
14686,72041,11/28/1998,11/28/1999
14686,76376,11/28/1999,11/27/2000
14686,78156,11/27/2000,11/27/2001
14686,80391,11/27/2001,1/1/9999
14687,40410,11/1/1990,11/1/1991
14687,41912,11/1/1991,10/31/1992
14687,41624,10/31/1992,10/31/1993
14687,41331,10/31/1993,10/31/1994
14687,44167,10/31/1994,10/31/1995
14687,48545,10/31/1995,10/30/1996
14687,49035,10/30/1996,10/30/1997
14687,52058,10/30/1997,10/30/1998
14687,52761,10/30/1998,10/30/1999
14687,55361,10/30/1999,10/29/2000
14687,54996,10/29/2000,10/29/2001
14687,57828,10/29/2001,1/1/9999
14688,42041,7/6/1985,8/8/1985
14689,40000,3/22/1990,3/22/1991
14689,43051,3/22/1991,3/21/1992
14689,43307,3/21/1992,3/21/1993
14689,44564,3/21/1993,3/21/1994
14689,48370,3/21/1994,3/21/1995
14689,49994,3/21/1995,3/20/1996
14689,51223,3/20/1996,3/20/1997
14689,51884,3/20/1997,3/20/1998
14689,54919,3/20/1998,3/20/1999
14689,57545,3/20/1999,3/19/2000
14689,61382,3/19/2000,3/19/2001
14689,64429,3/19/2001,3/19/2002
14689,65571,3/19/2002,1/1/9999
14690,40000,2/25/1986,2/25/1987
14690,39731,2/25/1987,2/25/1988
14690,40907,2/25/1988,2/24/1989
14690,42166,2/24/1989,2/24/1990
14690,46142,2/24/1990,2/24/1991
14690,50233,2/24/1991,2/24/1992
14690,53398,2/24/1992,2/23/1993
14690,54518,2/23/1993,2/23/1994
14690,55614,2/23/1994,2/23/1995
14690,56609,2/23/1995,2/23/1996
14690,56541,2/23/1996,2/22/1997
14690,58795,2/22/1997,2/22/1998
14690,61674,2/22/1998,2/22/1999
14690,63964,2/22/1999,2/22/2000
14690,63930,2/22/2000,2/21/2001
14690,67178,2/21/2001,2/21/2002
14690,68486,2/21/2002,1/1/9999
14691,59207,12/4/1994,12/4/1995
14691,61384,12/4/1995,12/3/1996
14691,61774,12/3/1996,12/3/1997
14691,63982,12/3/1997,12/3/1998
14691,64416,12/3/1998,12/3/1999
14691,65698,12/3/1999,12/2/2000
14691,66570,12/2/2000,12/2/2001
14691,69053,12/2/2001,1/1/9999
14692,40000,8/1/1990,8/1/1991
14692,41012,8/1/1991,7/31/1992
14692,41233,7/31/1992,7/31/1993
14692,43117,7/31/1993,7/31/1994
14692,46519,7/31/1994,7/31/1995
14692,46611,7/31/1995,7/30/1996
14692,50592,7/30/1996,7/30/1997
14692,53095,7/30/1997,7/30/1998
14692,55436,7/30/1998,7/30/1999
14692,55586,7/30/1999,7/29/2000
14692,58147,7/29/2000,7/29/2001
14692,60617,7/29/2001,7/29/2002
14692,62978,7/29/2002,1/1/9999
14693,59960,5/5/1986,5/5/1987
14693,63902,5/5/1987,5/4/1988
14693,65141,5/4/1988,5/4/1989
14693,68121,5/4/1989,5/4/1990
14693,72070,5/4/1990,5/4/1991
14693,72456,5/4/1991,5/3/1992
14693,73198,5/3/1992,5/3/1993
14693,73787,5/3/1993,5/3/1994
14693,73862,5/3/1994,5/3/1995
14693,77512,5/3/1995,5/2/1996
14693,80903,5/2/1996,5/2/1997
14693,84491,5/2/1997,5/2/1998
14693,85447,5/2/1998,5/2/1999
14693,87582,5/2/1999,5/1/2000
14693,88519,5/1/2000,5/1/2001
14693,89026,5/1/2001,5/1/2002
14693,92383,5/1/2002,1/1/9999
14694,50530,6/27/1993,6/27/1994
